exclusion_class,customer_id,business_id,phone,name,customer_created_at,conversation_count,message_count,turn_count,first_conversation_at,last_message_at,eval_trace_count,twilio_message_sid_count,review_context,review_decision
synthetic_eval,6ce62413-3b81-4b5d-9ae7-06fe62663685,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555160773750062,V2 Synthetic Eval smoke-v2-fix3,2026-05-06 18:07:57.387872-07,1,32,32,2026-05-06 18:07:57.409299-07,2026-05-06 18:08:15.85-07,0,0,"",keep_eval_archive
synthetic_eval,e4e46146-83af-4e32-88ce-9ba6be257f2a,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555160610230065,V2 Synthetic Eval smoke-v2-fix3,2026-05-06 18:07:41.036931-07,1,32,32,2026-05-06 18:07:41.063397-07,2026-05-06 18:07:59.234-07,0,0,"",keep_eval_archive
synthetic_eval,219531b8-d2a4-487d-b878-45db68a92047,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555160567720061,V2 Synthetic Eval smoke-v2-fix3,2026-05-06 18:07:36.787207-07,1,32,32,2026-05-06 18:07:36.809289-07,2026-05-06 18:07:57.113-07,0,0,"",keep_eval_archive
synthetic_eval,22e70c3b-9518-499e-ba9f-ac59023c6bfd,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555160416940064,V2 Synthetic Eval smoke-v2-fix3,2026-05-06 18:07:21.70778-07,1,32,32,2026-05-06 18:07:21.729636-07,2026-05-06 18:07:40.778-07,0,0,"",keep_eval_archive
synthetic_eval,9c2cb038-adeb-48a2-b824-6bd4c21fadab,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555160239310063,V2 Synthetic Eval smoke-v2-fix3,2026-05-06 18:07:03.952059-07,1,32,32,2026-05-06 18:07:03.977891-07,2026-05-06 18:07:21.465-07,0,0,"",keep_eval_archive
synthetic_eval,5ca5e8c0-a52e-4835-b40c-7914b879aa00,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555160074110062,V2 Synthetic Eval smoke-v2-fix3,2026-05-06 18:06:47.423244-07,1,32,32,2026-05-06 18:06:47.445491-07,2026-05-06 18:07:03.678-07,0,0,"",keep_eval_archive
synthetic_eval,633251bf-f80e-4cbe-84dc-248cb90445cc,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555159910120061,V2 Synthetic Eval smoke-v2-fix3,2026-05-06 18:06:31.029198-07,1,32,32,2026-05-06 18:06:31.076737-07,2026-05-06 18:06:47.197-07,0,0,"",keep_eval_archive
synthetic_eval,77860a3f-e308-468c-8fea-34938b3e8228,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157681070080,V2 Synthetic Eval smoke-v2-fix2,2026-05-06 18:02:48.590358-07,1,8,8,2026-05-06 18:02:48.625001-07,2026-05-06 18:02:56.16-07,0,0,"",keep_eval_archive
synthetic_eval,c487e986-a8c4-4256-beca-92a0cd72a0e3,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157548190079,V2 Synthetic Eval smoke-v2-fix2,2026-05-06 18:02:34.832164-07,1,8,8,2026-05-06 18:02:34.856704-07,2026-05-06 18:02:47.825-07,0,0,"",keep_eval_archive
synthetic_eval,4d534cfa-f20a-4316-9a91-a304c779b753,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157460130078,V2 Synthetic Eval smoke-v2-fix2,2026-05-06 18:02:26.026337-07,1,8,8,2026-05-06 18:02:26.060275-07,2026-05-06 18:02:34.592-07,0,0,"",keep_eval_archive
synthetic_eval,630bf621-084b-4186-8906-06fbcf3f7510,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157377500077,V2 Synthetic Eval smoke-v2-fix2,2026-05-06 18:02:17.7635-07,1,8,8,2026-05-06 18:02:17.806208-07,2026-05-06 18:02:25.625-07,0,0,"",keep_eval_archive
synthetic_eval,fa17cf68-882d-4b37-81cb-1de95590c5af,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157284250076,V2 Synthetic Eval smoke-v2-fix2,2026-05-06 18:02:08.467262-07,1,8,8,2026-05-06 18:02:08.656377-07,2026-05-06 18:02:17.297-07,0,0,"",keep_eval_archive
synthetic_eval,8ae9b88e-c7e0-4d17-8e33-ebfa50c8fb7d,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157108370005,V2 Synthetic Eval smoke-v2-fix1,2026-05-06 18:01:50.84974-07,1,2,2,2026-05-06 18:01:50.869131-07,2026-05-06 18:01:55.988-07,0,0,"",keep_eval_archive
synthetic_eval,41463bd3-4803-4b90-95ed-36842a444235,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157062600004,V2 Synthetic Eval smoke-v2-fix1,2026-05-06 18:01:46.272249-07,1,2,2,2026-05-06 18:01:46.295461-07,2026-05-06 18:01:50.626-07,0,0,"",keep_eval_archive
synthetic_eval,78a1b9ac-47d5-49c6-a3fc-bf6efaba4ffc,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555157008230003,V2 Synthetic Eval smoke-v2-fix1,2026-05-06 18:01:40.839762-07,1,2,2,2026-05-06 18:01:40.86181-07,2026-05-06 18:01:46.047-07,0,0,"",keep_eval_archive
synthetic_eval,91f5a912-2268-4ec0-954d-d6235ec7e33e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555156958380002,V2 Synthetic Eval smoke-v2-fix1,2026-05-06 18:01:35.852102-07,1,2,2,2026-05-06 18:01:35.874463-07,2026-05-06 18:01:40.571-07,0,0,"",keep_eval_archive
synthetic_eval,9e8658ff-9c63-43b8-b770-047b25fa7834,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555156889120001,V2 Synthetic Eval smoke-v2-fix1,2026-05-06 18:01:28.931571-07,1,2,2,2026-05-06 18:01:28.991869-07,2026-05-06 18:01:35.153-07,0,0,"",keep_eval_archive
synthetic_eval,b055184d-9cf6-484e-8553-01b87a50c69e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555311045490003,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:44.560344-07,1,2,2,2026-05-05 18:31:44.579519-07,2026-05-05 18:31:48.701-07,0,0,"",keep_eval_archive
synthetic_eval,ca333b4a-aeea-4e97-aa9b-2874263cdf73,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555311001440002,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:40.157-07,1,2,2,2026-05-05 18:31:40.174225-07,2026-05-05 18:31:44.333-07,0,0,"",keep_eval_archive
synthetic_eval,efb87471-179c-414a-80ac-51822067088c,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555310953820001,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:35.394347-07,1,2,2,2026-05-05 18:31:35.415764-07,2026-05-05 18:31:39.84-07,0,0,"",keep_eval_archive
synthetic_eval,7d3c7485-5662-4b1d-a86d-245026bc21ee,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555310799650003,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:19.975858-07,1,2,2,2026-05-05 18:31:19.995819-07,2026-05-05 18:31:25.151-07,0,0,"",keep_eval_archive
synthetic_eval,a898a33f-da80-43cc-9af9-35942d48bd30,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555310751510002,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:15.164731-07,1,2,2,2026-05-05 18:31:15.186472-07,2026-05-05 18:31:19.775-07,0,0,"",keep_eval_archive
synthetic_eval,4b8b69d3-7a67-4c18-8257-3b18a60959cd,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555310704980001,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:10.518873-07,1,2,2,2026-05-05 18:31:10.555575-07,2026-05-05 18:31:14.914-07,0,0,"",keep_eval_archive
synthetic_eval,93da43a5-fb88-4996-8aaf-beb9246a0077,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555310660600003,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:06.073775-07,1,2,2,2026-05-05 18:31:06.099726-07,2026-05-05 18:31:11.374-07,0,0,"",keep_eval_archive
synthetic_eval,12581273-23de-4775-9846-1c737cbbb851,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555310611220002,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:31:01.14392-07,1,2,2,2026-05-05 18:31:01.187721-07,2026-05-05 18:31:05.832-07,0,0,"",keep_eval_archive
synthetic_eval,01c757bf-51cd-41cd-88c9-9b2293fde8a3,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555310038260001,V2 Synthetic Eval smoke-v2-deploy,2026-05-05 18:30:03.848243-07,1,2,2,2026-05-05 18:30:03.916988-07,2026-05-05 18:31:00.612-07,0,0,"",keep_eval_archive
synthetic_eval,76005982-8839-47d7-b09d-995c213f54d2,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555444599210075,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:47:39.933236-07,1,32,32,2026-04-27 19:47:39.954789-07,2026-04-27 19:47:49.374-07,0,0,"",keep_eval_archive
synthetic_eval,644ce5f8-9102-48bf-8e01-f2e124f8824e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555444489600074,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:47:28.972468-07,1,32,32,2026-04-27 19:47:28.992015-07,2026-04-27 19:47:39.683-07,0,0,"",keep_eval_archive
synthetic_eval,5b169ea0-f0ee-4959-acfd-176a5ce8db47,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555444413670073,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:47:21.383482-07,1,32,32,2026-04-27 19:47:21.40696-07,2026-04-27 19:47:28.765-07,0,0,"",keep_eval_archive
synthetic_eval,c826c6f5-c88f-4026-9630-c0af1a33352e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555444208450072,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:47:00.857727-07,1,32,32,2026-04-27 19:47:00.881125-07,2026-04-27 19:47:08.582-07,0,0,"",keep_eval_archive
synthetic_eval,84852d15-04ca-42bd-9e4e-f693e66ce0ac,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555444140470071,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:46:54.056655-07,1,32,32,2026-04-27 19:46:54.074716-07,2026-04-27 19:47:00.624-07,0,0,"",keep_eval_archive
synthetic_eval,1b428783-f682-40c9-8cb5-073e3f2c15e7,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555444071630070,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:46:47.172483-07,1,32,32,2026-04-27 19:46:47.199638-07,2026-04-27 19:46:53.864-07,0,0,"",keep_eval_archive
synthetic_eval,427328b2-311f-47de-accd-673128ea83e6,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443941110069,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:46:34.122192-07,1,32,32,2026-04-27 19:46:34.149513-07,2026-04-27 19:46:46.317-07,0,0,"",keep_eval_archive
synthetic_eval,c886bfed-cb2b-482a-a00c-2b404ba863ac,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443858490068,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:46:25.858891-07,1,32,32,2026-04-27 19:46:25.885661-07,2026-04-27 19:46:33.877-07,0,0,"",keep_eval_archive
synthetic_eval,2b7ee88f-a44d-4dd9-827b-f869fb042a25,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443776450067,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:46:17.656085-07,1,32,32,2026-04-27 19:46:17.683386-07,2026-04-27 19:46:25.624-07,0,0,"",keep_eval_archive
synthetic_eval,4e679c39-934a-4005-a2ed-674f92525876,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443700330066,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:46:10.04485-07,1,32,32,2026-04-27 19:46:10.068646-07,2026-04-27 19:46:16.639-07,0,0,"",keep_eval_archive
synthetic_eval,07c465a5-7a85-4675-92b1-3a1c52bd7423,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443618820065,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:46:01.90445-07,1,32,32,2026-04-27 19:46:01.940309-07,2026-04-27 19:46:09.803-07,0,0,"",keep_eval_archive
synthetic_eval,22eaadea-9bd5-4ae5-ad15-ae219f0d927e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443528750064,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:52.887817-07,1,32,32,2026-04-27 19:45:52.911404-07,2026-04-27 19:46:01.608-07,0,0,"",keep_eval_archive
synthetic_eval,e3ac8bf9-611a-4f57-bcc3-562e0a3332bd,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443438070063,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:43.821639-07,1,32,32,2026-04-27 19:45:43.851157-07,2026-04-27 19:45:51.947-07,0,0,"",keep_eval_archive
synthetic_eval,280ae6cd-260b-4b0f-aef1-ead6e1946716,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443362950062,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:36.308044-07,1,32,32,2026-04-27 19:45:36.334069-07,2026-04-27 19:45:43.579-07,0,0,"",keep_eval_archive
synthetic_eval,5826a434-0dd8-443b-9bb7-3a38156cb63b,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443289330061,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:28.949035-07,1,32,32,2026-04-27 19:45:28.981805-07,2026-04-27 19:45:36.042-07,0,0,"",keep_eval_archive
synthetic_eval,e71b03db-9e3a-4609-a211-c4d8a5fcf143,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443264140060,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:26.428072-07,1,2,2,2026-04-27 19:45:26.453186-07,2026-04-27 19:45:28.126-07,0,0,"",keep_eval_archive
synthetic_eval,2e87c8b0-8a2a-4d9d-a22e-eeab7ef9eb7d,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443245400059,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:24.552879-07,1,2,2,2026-04-27 19:45:24.573322-07,2026-04-27 19:45:26.194-07,0,0,"",keep_eval_archive
synthetic_eval,c8fdca43-d76a-40a9-ac1f-8a68f885e685,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443224730058,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:22.486811-07,1,2,2,2026-04-27 19:45:22.529755-07,2026-04-27 19:45:24.319-07,0,0,"",keep_eval_archive
synthetic_eval,e724a0f1-8572-4519-a402-6569c4adc709,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443196290057,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:19.644402-07,1,2,2,2026-04-27 19:45:19.665809-07,2026-04-27 19:45:21.419-07,0,0,"",keep_eval_archive
synthetic_eval,ab92e8c7-28f9-4f10-8777-da314eebf1c1,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443177880056,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:17.802298-07,1,2,2,2026-04-27 19:45:17.823772-07,2026-04-27 19:45:19.404-07,0,0,"",keep_eval_archive
synthetic_eval,09ff6b83-7aa7-494a-a537-f06067adba37,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443146880055,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:14.704082-07,1,2,2,2026-04-27 19:45:14.729541-07,2026-04-27 19:45:17.577-07,0,0,"",keep_eval_archive
synthetic_eval,e69167d6-90e2-4868-abc2-63c25a144905,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443119570054,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:11.972723-07,1,2,2,2026-04-27 19:45:11.994645-07,2026-04-27 19:45:13.901-07,0,0,"",keep_eval_archive
synthetic_eval,de2ee75c-b6fc-4c28-8031-a504034ed2a4,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443098590053,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:09.871821-07,1,2,2,2026-04-27 19:45:09.894631-07,2026-04-27 19:45:11.689-07,0,0,"",keep_eval_archive
synthetic_eval,2131a32a-c077-483b-bcb0-4e3b9b06ad2e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443078740052,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:07.890678-07,1,2,2,2026-04-27 19:45:07.915266-07,2026-04-27 19:45:09.613-07,0,0,"",keep_eval_archive
synthetic_eval,67cb5469-108e-4f58-8d6b-d7a8f90a4f7f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443052380051,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:05.249901-07,1,2,2,2026-04-27 19:45:05.271715-07,2026-04-27 19:45:07.048-07,0,0,"",keep_eval_archive
synthetic_eval,e6ae649f-892c-44d0-abb9-7063ea954e21,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443031140050,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:03.125744-07,1,2,2,2026-04-27 19:45:03.146671-07,2026-04-27 19:45:05.001-07,0,0,"",keep_eval_archive
synthetic_eval,a2fcf981-317f-4f40-a1e5-4649f30a08b0,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555443010870049,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:45:01.101885-07,1,2,2,2026-04-27 19:45:01.128509-07,2026-04-27 19:45:02.9-07,0,0,"",keep_eval_archive
synthetic_eval,2ea4ac35-1e3b-46bb-bffd-a610c6215130,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555442984580048,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:44:58.468333-07,1,2,2,2026-04-27 19:44:58.488102-07,2026-04-27 19:45:00.165-07,0,0,"",keep_eval_archive
synthetic_eval,e63b737d-f391-4d60-a87b-bc8ee73ac5a8,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555442964850047,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:44:56.49724-07,1,2,2,2026-04-27 19:44:56.517929-07,2026-04-27 19:44:58.25-07,0,0,"",keep_eval_archive
synthetic_eval,87ef5ce1-cf7f-45b4-824f-2dcbe7d56839,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555442946910046,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:44:54.703358-07,1,2,2,2026-04-27 19:44:54.724784-07,2026-04-27 19:44:56.287-07,0,0,"",keep_eval_archive
synthetic_eval,d282b7ac-16bc-492b-af05-46ede0ba5c37,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555442921490045,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:44:52.160439-07,1,2,2,2026-04-27 19:44:52.183236-07,2026-04-27 19:44:53.996-07,0,0,"",keep_eval_archive
synthetic_eval,b2d155c4-e955-4860-b4ba-5f33ca9d7b2e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555442902460044,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:44:50.256875-07,1,2,2,2026-04-27 19:44:50.2803-07,2026-04-27 19:44:51.906-07,0,0,"",keep_eval_archive
synthetic_eval,f8570397-2df6-44c2-8629-cde71f695165,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555442879110043,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:44:47.921794-07,1,2,2,2026-04-27 19:44:47.942343-07,2026-04-27 19:44:49.978-07,0,0,"",keep_eval_archive
synthetic_eval,88e71d03-ced8-4347-aae6-15ac9812ec83,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555442856160042,V2 Synthetic Eval v2-edge-synth-final-20260428024227,2026-04-27 19:44:45.625992-07,1,2,2,2026-04-27 19:44:45.648891-07,2026-04-27 19:44:47.074-07,0,0,"",keep_eval_archive
